NULL,1,00:10:00,0,0,"某公司生產鬧鐘，有10％的不良率。此公司為了商譽，對每一個鬧鐘做品質檢驗以區分產品是否不良，並分類為“通過”或“不通過”，若檢驗員有5％的機會分類錯誤，則被分類為“通過”的百分比，最接近下列那一項？
(a)80% 
(b)85% 
(c)90% 
(d)95%",b,,
NULL,1,00:10:00,0,0,"從台灣全省抽樣 1,000 家公司，調查其去年的業績，發現結果如下：業績成長的有 150 家，業績衰退的有 550 家，業績不變的有 300 家，而其中服務業所佔的比例分別為 45%，30%，50%。 若從中選取一家公司，已知其為服務業，則其去年業績成長的機率為若干?
(a) 0.151 
(b) 0.176 
(c) 0.189 
(d) 0.207
",b,,
NULL,1,00:10:00,0,0,"Random variable x has the probability function f(x) = X/6, for x = 1, 2 or 3
The expected value of x is
 a. 	0.333.
 b. 	0.500.
 c. 	2.000.
 d. 	2.333.",d,,
NULL,1,00:10:00,0,0,"The starting salaries of individuals with an MBA degree are normally distributed with a mean of $40,000 and a standard deviation of $5,000. What is the probability that a randomly selected individual with an MBA degree will get a starting salary of at least $30,000?
 a. 	0.4772
 b. 	0.9772
 c. 	0.0228
 d. 	0.5000",b,,
NULL,1,00:10:00,0,0,"A sample of 2,500 people was asked how many cups of coffee they drink in the morning. You are given the following sample information.
Cups of Coffee	Frequency
0	        700
1	        900
2	        500
3	        400
	        2,500
The variance of the number of cups of coffee is
 a. 	1.06.
 b. 	1.03.
 c. 	2.25.
 d. 	1.24.",a,,
NULL,1,00:10:00,0,0,"The probability that Pete will catch fish when he goes fishing is .88. Pete is going to fish 3 days next week. Define the random variable x to be the number of days Pete catches fish. The variance of the number of days Pete will catch fish is
 a. 	0.56.
 b. 	0.88.
 c. 	2.64.
 d. 	0.3168.",d,,
NULL,1,00:10:00,0,0,"The random variable x is the number of occurrences of an event over an interval of ten minutes. It can be assumed that the probability of an occurrence is the same in any two time periods of an equal length. It is known that the mean number of occurrences in ten minutes is 5.3. The probability that there are 8 occurrences in ten minutes is
 a. 0	.0241.
 b. 	0.0771.
 c. 	0.1126.
 d. 	0.9107.",b,,
NULL,1,00:10:00,0,0,"A professor at a local university noted that the exam grades of her students were normally distributed with a mean of 73 and a standard deviation of 11. The professor has informed us that 8.75 percent of her students received grades of A. What is the minimum score needed to receive a grade of A?
 a. 	85.00
 b. 	95.00
 c. 	87.92
 d. 	90.00",c,,
NULL,1,00:10:00,0,0,"The weight of football players is normally distributed with a mean of 200 pounds and a standard deviation of 25 pounds. What percent of players weigh between 175 and 225 pounds?
 a. 	50%
 b. 	68.27%
 c. 	31.73%
 d. 	95%",b,,
NULL,1,00:10:00,0,0,"A professor at a local university noted that the exam grades of her students were normally distributed with a mean of 73 and a standard deviation of 11. Students who made 59.99 or lower on the exam failed the course. What percent of students failed the course?
 a. 	11.85%
 b. 	88.15%
 c. 	1.80%
 d. 	98.20%",a,,
NULL,1,00:10:00,0,0,"The life expectancy of a particular brand of tire is normally distributed with a mean of 40,000 and a standard deviation of 5,000 miles. What percentage of tires will have a life of 35,000 to 45,000 miles?
 a. 	31.73%
 b. 	68.27%
 c. 	50%
 d. 	95%",b,,
NULL,1,00:10:00,0,0,"若王先生得到甲工作的機率為0.5，得到乙工作的機率為0.6，在得到甲工作的條件下，王先生會得到乙工作的機率為0.5，請問王先生同時會得到甲工作及乙工作的機率為何?
(a)1.1 
(b)0.6 
(c)0.3 
(d)0.25",d,,
NULL,1,00:10:00,0,0,"Use the normal approximation to the binomial distribution to answer this question. Eleven percent of all students at a large university are absent on Mondays. If a random sample of 12 names is called on a Monday, what is the probability that four students are absent?
 a. 	0.0285
 b. 	0.9935
 c. 	0.0065
 d. 	0.9715",a,,
NULL,1,00:10:00,0,0,"Oriental Reproductions, Inc. is a company that produces handmade carpets with oriental designs. The production records show that the monthly production has ranged from 1 to 5 carpets. The production levels and their respective probabilities are shown below.

Production	
Per Month	Probability
1	        0.01
2	        0.04
3	        0.10
4	        0.80
5	        0.05
The expected monthly production level is
 a. 	1.00.
 b. 	4.00.
 c. 	3.00.
 d. 	3.84.",d,,
NULL,1,00:10:00,0,0,"Consider the probability distribution below.
x	 f(x)
10 0	.2
20	 0.4
30	 0.3
40	 0.1
The variance of x equals
 a. 	9.
 b. 	23.
 c. 	81.
 d. 	610.",c,,
NULL,1,00:10:00,0,0,"The random variable x is the number of occurrences of an event over an interval of ten minutes. It can be assumed that the probability of an occurrence is the same in any two time periods of an equal length. It is known that the mean number of occurrences in ten minutes is 5.3. The expected value of the random variable x is
 a. 	2.
 b. 	5.3.
 c. 	10.
 d. 	2.30.",b,,
NULL,1,00:10:00,0,0,"The probability that Pete will catch fish when he goes fishing is .88. Pete is going to fish 3 days next week. Define the random variable x to be the number of days Pete catches fish. The probability that Pete will catch fish on one day or less is
 a. 	0.880.
 b. 	0.098.
 c. 	0.040.
 d. 	0.960.",c,,
NULL,1,00:10:00,0,0,"The ages of students at a university are normally distributed with a mean of 21. What percentage of the student body is at least 21 years old?
 a. It could be any value, depending on the magnitude of the standard deviation
 b. 50%
 c. 21%
 d. 1.96%",b,,
NULL,1,00:10:00,0,0,"The life expectancy of a particular brand of tire is normally distributed with a mean of 40,000 and a standard deviation of 5,000 miles. What is the probability that a randomly selected tire will have a life of at least 35,000 miles?
 a. 	0.1587
 b. 	0.8413
 c. 	0.0000
 d. 	1.0000",b,,
NULL,1,00:10:00,0,0,"The probability distribution for the daily sales at Michael's Co. is given below.
Daily Sales
(In $1,000s) Probability
40	     0.1
50	     0.4
60	     0.3
70	     0.2
The probability of having sales of no more than $60,000 is
 a. 	0.7.
 b. 	0.2.
 c. 	0.8.
 d. 	0.5.",c,,
NULL,1,00:10:00,0,0,"The starting salaries of individuals with an MBA degree are normally distributed with a mean of $40,000 and a standard deviation of $5,000. What is the probability that a randomly selected individual with an MBA degree will get a starting salary of at least $47,500?
 a. 	0.4332
 b. 	0.9332
 c. 	0.0668
 d. 	0.5000",c,,
NULL,1,00:10:00,0,0,"Oriental Reproductions, Inc. is a company that produces handmade carpets with oriental designs.  The production records show that the monthly production has ranged from 1 to 5 carpets. The production levels and their respective probabilities are shown below.
Production	
Per Month	Probability
1	           0.01
2	           0.04
3	           0.10
4	           0.80
5	           0.05
The standard deviation for the production is
 a. 	4.32.
 b. 	3.74.
 c. 	0.374.
 d. 	0.612.",d,,
NULL,1,00:10:00,0,0,"The probability that Pete will catch fish when he goes fishing is .88. Pete is going to fish 3 days next week. Define the random variable x to be the number of days Pete catches fish. The probability that Pete will catch fish on exactly one day is
 a. 	0.880.
 b. 	0.038.
 c. 	0.040.
 d. 	0.960.",b,,
NULL,1,00:10:00,0,0,"The student body of a large university consists of 60% female students.  A random sample of 8 students is selected.  What is the probability that among the students in the sample at least 6 are female?
 a. 	0.3154
 b. 	0.6846
 c. 	0.0168
 d. 	0.8936",a,,
NULL,1,00:10:00,0,0,"The weight of football players is normally distributed with a mean of 200 pounds and a standard deviation of 25 pounds. What is the minimum weight of the middle 95% of the players?
 a. 	196
 b. 	151
 c. 	249
 d. 	190",b,,
